step,equity,peak,drawdown,uncertainty_score,odds,regime_label,drawdown_pct
1194,-334.79999999999995,16.0,-350.79999999999995,0.168676,138.2,DEEP_LONGSHOT,-21.924999999999997
1195,-335.79999999999995,16.0,-351.79999999999995,0.525815,5.7,BALANCED,-21.987499999999997
1196,-336.79999999999995,16.0,-352.79999999999995,0.407127,10.8,LONGSHOT,-22.049999999999997
1197,-337.79999999999995,16.0,-353.79999999999995,0.361394,37.3,DEEP_LONGSHOT,-22.112499999999997
1198,-338.79999999999995,16.0,-354.79999999999995,0.392826,21.9,DEEP_LONGSHOT,-22.174999999999997
1199,-339.79999999999995,16.0,-355.79999999999995,0.357909,26.2,DEEP_LONGSHOT,-22.237499999999997
1200,-340.79999999999995,16.0,-356.79999999999995,0.403307,15.5,LONGSHOT,-22.299999999999997
1201,-341.79999999999995,16.0,-357.79999999999995,0.333059,19.4,LONGSHOT,-22.362499999999997
1202,-342.79999999999995,16.0,-358.79999999999995,0.573812,4.3,BALANCED,-22.424999999999997
1203,-343.79999999999995,16.0,-359.79999999999995,0.28553,22.9,DEEP_LONGSHOT,-22.487499999999997
1204,-339.29999999999995,16.0,-355.29999999999995,0.533778,5.5,BALANCED,-22.206249999999997
1205,-340.29999999999995,16.0,-356.29999999999995,0.189741,95.8,DEEP_LONGSHOT,-22.268749999999997
1206,-341.29999999999995,16.0,-357.29999999999995,0.403445,10.5,LONGSHOT,-22.331249999999997
1207,-342.29999999999995,16.0,-358.29999999999995,0.401379,15.9,LONGSHOT,-22.393749999999997
1208,-343.29999999999995,16.0,-359.29999999999995,0.296174,23.3,DEEP_LONGSHOT,-22.456249999999997
1209,-344.29999999999995,16.0,-360.29999999999995,0.455676,11.4,LONGSHOT,-22.518749999999997
1210,-345.29999999999995,16.0,-361.29999999999995,0.282912,36.2,DEEP_LONGSHOT,-22.581249999999997
1211,-330.19999999999993,16.0,-346.19999999999993,0.371775,16.1,LONGSHOT,-21.637499999999996
1212,-331.19999999999993,16.0,-347.19999999999993,0.332024,16.2,LONGSHOT,-21.699999999999996
1213,-319.29999999999995,16.0,-335.29999999999995,0.377511,12.9,LONGSHOT,-20.956249999999997
1214,-320.29999999999995,16.0,-336.29999999999995,0.394386,11.3,LONGSHOT,-21.018749999999997
1215,-321.29999999999995,16.0,-337.29999999999995,0.311856,18.6,LONGSHOT,-21.081249999999997
1216,-322.29999999999995,16.0,-338.29999999999995,0.376462,17.3,LONGSHOT,-21.143749999999997
1217,-323.29999999999995,16.0,-339.29999999999995,0.291489,38.2,DEEP_LONGSHOT,-21.206249999999997
1218,-324.29999999999995,16.0,-340.29999999999995,0.335292,17.0,LONGSHOT,-21.268749999999997
1219,-325.29999999999995,16.0,-341.29999999999995,0.468622,7.2,BALANCED,-21.331249999999997
1220,-326.29999999999995,16.0,-342.29999999999995,0.335463,18.7,LONGSHOT,-21.393749999999997
1221,-327.29999999999995,16.0,-343.29999999999995,0.572791,5.3,BALANCED,-21.456249999999997
1222,-328.29999999999995,16.0,-344.29999999999995,0.403993,10.3,LONGSHOT,-21.518749999999997
1223,-329.29999999999995,16.0,-345.29999999999995,0.425506,19.4,LONGSHOT,-21.581249999999997
1224,-330.29999999999995,16.0,-346.29999999999995,0.373446,18.1,LONGSHOT,-21.643749999999997
1225,-331.29999999999995,16.0,-347.29999999999995,0.280679,27.1,DEEP_LONGSHOT,-21.706249999999997
1226,-332.29999999999995,16.0,-348.29999999999995,0.418556,10.5,LONGSHOT,-21.768749999999997
1227,-333.29999999999995,16.0,-349.29999999999995,0.232999,61.9,DEEP_LONGSHOT,-21.831249999999997
1228,-334.29999999999995,16.0,-350.29999999999995,0.216361,54.4,DEEP_LONGSHOT,-21.893749999999997
1229,-326.29999999999995,16.0,-342.29999999999995,0.426141,9.0,LONGSHOT,-21.393749999999997
1230,-327.29999999999995,16.0,-343.29999999999995,0.209858,62.7,DEEP_LONGSHOT,-21.456249999999997
1231,-328.29999999999995,16.0,-344.29999999999995,0.55994,5.4,BALANCED,-21.518749999999997
1232,-329.29999999999995,16.0,-345.29999999999995,0.402069,11.5,LONGSHOT,-21.581249999999997
1233,-330.29999999999995,16.0,-346.29999999999995,0.349187,15.3,LONGSHOT,-21.643749999999997
1234,-331.29999999999995,16.0,-347.29999999999995,0.339711,15.0,LONGSHOT,-21.706249999999997
1235,-332.29999999999995,16.0,-348.29999999999995,0.474267,8.7,LONGSHOT,-21.768749999999997
1236,-333.29999999999995,16.0,-349.29999999999995,0.397903,17.0,LONGSHOT,-21.831249999999997
1237,-334.29999999999995,16.0,-350.29999999999995,0.484157,10.5,LONGSHOT,-21.893749999999997
1238,-335.29999999999995,16.0,-351.29999999999995,0.513044,6.3,BALANCED,-21.956249999999997
1239,-336.29999999999995,16.0,-352.29999999999995,0.331331,17.2,LONGSHOT,-22.018749999999997
1240,-337.29999999999995,16.0,-353.29999999999995,0.455562,7.8,BALANCED,-22.081249999999997
1241,-327.99999999999994,16.0,-343.99999999999994,0.471301,10.3,LONGSHOT,-21.499999999999996
1242,-328.99999999999994,16.0,-344.99999999999994,0.576426,4.7,BALANCED,-21.562499999999996
1243,-329.99999999999994,16.0,-345.99999999999994,0.496885,8.7,LONGSHOT,-21.624999999999996
1244,-330.99999999999994,16.0,-346.99999999999994,0.464272,11.7,LONGSHOT,-21.687499999999996
1245,-331.99999999999994,16.0,-347.99999999999994,0.521436,5.5,BALANCED,-21.749999999999996
1246,-332.99999999999994,16.0,-348.99999999999994,0.429168,12.4,LONGSHOT,-21.812499999999996
1247,-333.99999999999994,16.0,-349.99999999999994,0.25182,35.7,DEEP_LONGSHOT,-21.874999999999996
1248,-334.99999999999994,16.0,-350.99999999999994,0.285931,26.2,DEEP_LONGSHOT,-21.937499999999996
1249,-335.99999999999994,16.0,-351.99999999999994,0.38108,11.7,LONGSHOT,-21.999999999999996
1250,-336.99999999999994,16.0,-352.99999999999994,0.342064,14.8,LONGSHOT,-22.062499999999996
1251,-337.99999999999994,16.0,-353.99999999999994,0.327671,16.8,LONGSHOT,-22.124999999999996
1252,-338.99999999999994,16.0,-354.99999999999994,0.38824,13.3,LONGSHOT,-22.187499999999996
1253,-339.99999999999994,16.0,-355.99999999999994,0.397903,14.8,LONGSHOT,-22.249999999999996
1254,-340.99999999999994,16.0,-356.99999999999994,0.253835,31.9,DEEP_LONGSHOT,-22.312499999999996
1255,-341.99999999999994,16.0,-357.99999999999994,0.268411,41.6,DEEP_LONGSHOT,-22.374999999999996
1256,-342.99999999999994,16.0,-358.99999999999994,0.262624,31.6,DEEP_LONGSHOT,-22.437499999999996
1257,-343.99999999999994,16.0,-359.99999999999994,0.413031,13.8,LONGSHOT,-22.499999999999996
1258,-344.99999999999994,16.0,-360.99999999999994,0.306466,24.9,DEEP_LONGSHOT,-22.562499999999996
1259,-345.99999999999994,16.0,-361.99999999999994,0.222447,56.0,DEEP_LONGSHOT,-22.624999999999996
1260,-346.99999999999994,16.0,-362.99999999999994,0.370859,13.7,LONGSHOT,-22.687499999999996
1261,-347.99999999999994,16.0,-363.99999999999994,0.385192,15.2,LONGSHOT,-22.749999999999996
1262,-348.99999999999994,16.0,-364.99999999999994,0.169969,120.4,DEEP_LONGSHOT,-22.812499999999996
1263,-349.99999999999994,16.0,-365.99999999999994,0.365463,21.6,DEEP_LONGSHOT,-22.874999999999996
1264,-350.99999999999994,16.0,-366.99999999999994,0.288524,27.5,DEEP_LONGSHOT,-22.937499999999996
1265,-351.99999999999994,16.0,-367.99999999999994,0.255614,33.0,DEEP_LONGSHOT,-22.999999999999996
1266,-352.99999999999994,16.0,-368.99999999999994,0.381376,14.5,LONGSHOT,-23.062499999999996
1267,-353.99999999999994,16.0,-369.99999999999994,0.209066,64.1,DEEP_LONGSHOT,-23.124999999999996
1268,-354.99999999999994,16.0,-370.99999999999994,0.515308,7.3,BALANCED,-23.187499999999996
1269,-355.99999999999994,16.0,-371.99999999999994,0.309822,24.4,DEEP_LONGSHOT,-23.249999999999996
1270,-356.99999999999994,16.0,-372.99999999999994,0.266494,28.9,DEEP_LONGSHOT,-23.312499999999996
1271,-357.99999999999994,16.0,-373.99999999999994,0.400548,15.2,LONGSHOT,-23.374999999999996
1272,-358.99999999999994,16.0,-374.99999999999994,0.238476,65.4,DEEP_LONGSHOT,-23.437499999999996
1273,-359.99999999999994,16.0,-375.99999999999994,0.230583,75.6,DEEP_LONGSHOT,-23.499999999999996
1274,-360.99999999999994,16.0,-376.99999999999994,0.3704,17.7,LONGSHOT,-23.562499999999996
1275,-347.59999999999997,16.0,-363.59999999999997,0.352445,14.4,LONGSHOT,-22.724999999999998
1276,-348.59999999999997,16.0,-364.59999999999997,0.21713,49.7,DEEP_LONGSHOT,-22.787499999999998
1277,-349.59999999999997,16.0,-365.59999999999997,0.301743,23.0,DEEP_LONGSHOT,-22.849999999999998
1278,-350.59999999999997,16.0,-366.59999999999997,0.346225,23.9,DEEP_LONGSHOT,-22.912499999999998
1279,-351.59999999999997,16.0,-367.59999999999997,0.453509,11.7,LONGSHOT,-22.974999999999998
1280,-352.59999999999997,16.0,-368.59999999999997,0.256057,40.7,DEEP_LONGSHOT,-23.037499999999998
1281,-353.59999999999997,16.0,-369.59999999999997,0.440956,8.5,LONGSHOT,-23.099999999999998
1282,-349.79999999999995,16.0,-365.79999999999995,0.562232,4.8,BALANCED,-22.862499999999997
1283,-350.79999999999995,16.0,-366.79999999999995,0.26521,38.9,DEEP_LONGSHOT,-22.924999999999997
1284,-351.79999999999995,16.0,-367.79999999999995,0.231068,39.7,DEEP_LONGSHOT,-22.987499999999997
1285,-352.79999999999995,16.0,-368.79999999999995,0.366705,15.8,LONGSHOT,-23.049999999999997
1286,-353.79999999999995,16.0,-369.79999999999995,0.261757,30.3,DEEP_LONGSHOT,-23.112499999999997
1287,-354.79999999999995,16.0,-370.79999999999995,0.222196,50.7,DEEP_LONGSHOT,-23.174999999999997
1288,-355.79999999999995,16.0,-371.79999999999995,0.514615,10.0,LONGSHOT,-23.237499999999997
1289,-356.79999999999995,16.0,-372.79999999999995,0.281493,23.3,DEEP_LONGSHOT,-23.299999999999997
1290,-357.79999999999995,16.0,-373.79999999999995,0.507534,6.0,BALANCED,-23.362499999999997
1291,-358.79999999999995,16.0,-374.79999999999995,0.308521,20.5,DEEP_LONGSHOT,-23.424999999999997
1292,-359.79999999999995,16.0,-375.79999999999995,0.332542,16.8,LONGSHOT,-23.487499999999997
1293,-360.79999999999995,16.0,-376.79999999999995,0.219169,77.0,DEEP_LONGSHOT,-23.549999999999997
1294,-361.79999999999995,16.0,-377.79999999999995,0.238711,67.5,DEEP_LONGSHOT,-23.612499999999997
1295,-362.79999999999995,16.0,-378.79999999999995,0.293254,27.1,DEEP_LONGSHOT,-23.674999999999997
1296,-363.79999999999995,16.0,-379.79999999999995,0.318061,41.3,DEEP_LONGSHOT,-23.737499999999997
1297,-364.79999999999995,16.0,-380.79999999999995,0.219929,64.3,DEEP_LONGSHOT,-23.799999999999997
1298,-365.79999999999995,16.0,-381.79999999999995,0.265853,29.9,DEEP_LONGSHOT,-23.862499999999997
1299,-366.79999999999995,16.0,-382.79999999999995,0.276369,58.5,DEEP_LONGSHOT,-23.924999999999997
1300,-367.79999999999995,16.0,-383.79999999999995,0.458275,9.4,LONGSHOT,-23.987499999999997
1301,-368.79999999999995,16.0,-384.79999999999995,0.392256,15.7,LONGSHOT,-24.049999999999997
1302,-369.79999999999995,16.0,-385.79999999999995,0.28733,25.1,DEEP_LONGSHOT,-24.112499999999997
1303,-370.79999999999995,16.0,-386.79999999999995,0.342232,17.8,LONGSHOT,-24.174999999999997
1304,-371.79999999999995,16.0,-387.79999999999995,0.385629,24.4,DEEP_LONGSHOT,-24.237499999999997
1305,-372.79999999999995,16.0,-388.79999999999995,0.199339,67.4,DEEP_LONGSHOT,-24.299999999999997
1306,-373.79999999999995,16.0,-389.79999999999995,0.368866,12.4,LONGSHOT,-24.362499999999997
1307,-374.79999999999995,16.0,-390.79999999999995,0.222697,49.2,DEEP_LONGSHOT,-24.424999999999997
1308,-375.79999999999995,16.0,-391.79999999999995,0.471408,7.0,BALANCED,-24.487499999999997
1309,-376.79999999999995,16.0,-392.79999999999995,0.359339,16.0,LONGSHOT,-24.549999999999997
1310,-377.79999999999995,16.0,-393.79999999999995,0.253388,33.5,DEEP_LONGSHOT,-24.612499999999997
1311,-373.79999999999995,16.0,-389.79999999999995,0.551699,5.0,BALANCED,-24.362499999999997
1312,-374.79999999999995,16.0,-390.79999999999995,0.276989,24.3,DEEP_LONGSHOT,-24.424999999999997
1313,-343.99999999999994,16.0,-359.99999999999994,0.249111,31.8,DEEP_LONGSHOT,-22.499999999999996
1314,-344.99999999999994,16.0,-360.99999999999994,0.313143,20.9,DEEP_LONGSHOT,-22.562499999999996
1315,-345.99999999999994,16.0,-361.99999999999994,0.488746,6.6,BALANCED,-22.624999999999996
1316,-346.99999999999994,16.0,-362.99999999999994,0.232759,47.4,DEEP_LONGSHOT,-22.687499999999996
1317,-347.99999999999994,16.0,-363.99999999999994,0.332715,18.8,LONGSHOT,-22.749999999999996
1318,-348.99999999999994,16.0,-364.99999999999994,0.249111,38.0,DEEP_LONGSHOT,-22.812499999999996
1319,-349.99999999999994,16.0,-365.99999999999994,0.25137,33.0,DEEP_LONGSHOT,-22.874999999999996
1320,-350.99999999999994,16.0,-366.99999999999994,0.400687,14.2,LONGSHOT,-22.937499999999996
1321,-351.99999999999994,16.0,-367.99999999999994,0.456696,7.6,BALANCED,-22.999999999999996
1322,-352.99999999999994,16.0,-368.99999999999994,0.446426,12.5,LONGSHOT,-23.062499999999996
1323,-353.99999999999994,16.0,-369.99999999999994,0.371012,19.4,LONGSHOT,-23.124999999999996
1324,-354.99999999999994,16.0,-370.99999999999994,0.454424,13.7,LONGSHOT,-23.187499999999996
1325,-355.99999999999994,16.0,-371.99999999999994,0.542173,5.0,BALANCED,-23.249999999999996
1326,-356.99999999999994,16.0,-372.99999999999994,0.245228,43.2,DEEP_LONGSHOT,-23.312499999999996
1327,-357.99999999999994,16.0,-373.99999999999994,0.320401,18.8,LONGSHOT,-23.374999999999996
1328,-358.99999999999994,16.0,-374.99999999999994,0.272416,26.7,DEEP_LONGSHOT,-23.437499999999996
1329,-359.99999999999994,16.0,-375.99999999999994,0.432907,10.7,LONGSHOT,-23.499999999999996
1330,-360.99999999999994,16.0,-376.99999999999994,0.222947,47.6,DEEP_LONGSHOT,-23.562499999999996
1331,-361.99999999999994,16.0,-377.99999999999994,0.220687,52.6,DEEP_LONGSHOT,-23.624999999999996
1332,-362.99999999999994,16.0,-378.99999999999994,0.264135,35.5,DEEP_LONGSHOT,-23.687499999999996
1333,-363.99999999999994,16.0,-379.99999999999994,0.306466,19.6,LONGSHOT,-23.749999999999996
1334,-364.99999999999994,16.0,-380.99999999999994,0.416726,12.2,LONGSHOT,-23.812499999999996
1335,-365.99999999999994,16.0,-381.99999999999994,0.529765,5.6,BALANCED,-23.874999999999996
1336,-366.99999999999994,16.0,-382.99999999999994,0.243381,50.3,DEEP_LONGSHOT,-23.937499999999996
1337,-367.99999999999994,16.0,-383.99999999999994,0.291095,34.6,DEEP_LONGSHOT,-23.999999999999996
1338,-368.99999999999994,16.0,-384.99999999999994,0.560709,4.5,BALANCED,-24.062499999999996
1339,-369.99999999999994,16.0,-385.99999999999994,0.265424,27.5,DEEP_LONGSHOT,-24.124999999999996
1340,-370.99999999999994,16.0,-386.99999999999994,0.227162,45.1,DEEP_LONGSHOT,-24.187499999999996
1341,-371.99999999999994,16.0,-387.99999999999994,0.275749,33.7,DEEP_LONGSHOT,-24.249999999999996
1342,-372.99999999999994,16.0,-388.99999999999994,0.393252,13.9,LONGSHOT,-24.312499999999996
1343,-373.99999999999994,16.0,-389.99999999999994,0.515135,6.0,BALANCED,-24.374999999999996
1344,-374.99999999999994,16.0,-390.99999999999994,0.277401,25.0,DEEP_LONGSHOT,-24.437499999999996
1345,-375.99999999999994,16.0,-391.99999999999994,0.257162,40.0,DEEP_LONGSHOT,-24.499999999999996
1346,-376.99999999999994,16.0,-392.99999999999994,0.397903,13.0,LONGSHOT,-24.562499999999996
1347,-377.99999999999994,16.0,-393.99999999999994,0.343569,29.4,DEEP_LONGSHOT,-24.624999999999996
1348,-366.3999999999999,16.0,-382.3999999999999,0.43757,12.6,LONGSHOT,-23.899999999999995
1349,-362.7999999999999,16.0,-378.7999999999999,0.558258,4.6,BALANCED,-23.674999999999994
1350,-363.7999999999999,16.0,-379.7999999999999,0.351309,13.9,LONGSHOT,-23.737499999999994
1351,-364.7999999999999,16.0,-380.7999999999999,0.20694,54.0,DEEP_LONGSHOT,-23.799999999999994
1352,-365.7999999999999,16.0,-381.7999999999999,0.49237,6.4,BALANCED,-23.862499999999994
1353,-366.7999999999999,16.0,-382.7999999999999,0.235156,60.5,DEEP_LONGSHOT,-23.924999999999994
1354,-367.7999999999999,16.0,-383.7999999999999,0.485463,10.5,LONGSHOT,-23.987499999999994
1355,-368.7999999999999,16.0,-384.7999999999999,0.440114,11.5,LONGSHOT,-24.049999999999994
1356,-369.7999999999999,16.0,-385.7999999999999,0.486962,6.8,BALANCED,-24.112499999999994
1357,-370.7999999999999,16.0,-386.7999999999999,0.53056,5.6,BALANCED,-24.174999999999994
1358,-371.7999999999999,16.0,-387.7999999999999,0.264566,27.5,DEEP_LONGSHOT,-24.237499999999994
1359,-372.7999999999999,16.0,-388.7999999999999,0.261105,34.2,DEEP_LONGSHOT,-24.299999999999994
1360,-373.7999999999999,16.0,-389.7999999999999,0.476258,9.8,LONGSHOT,-24.362499999999994
1361,-374.7999999999999,16.0,-390.7999999999999,0.395939,14.3,LONGSHOT,-24.424999999999994
1362,-375.7999999999999,16.0,-391.7999999999999,0.157564,194.1,DEEP_LONGSHOT,-24.487499999999994
1363,-376.7999999999999,16.0,-392.7999999999999,0.350983,19.3,LONGSHOT,-24.549999999999994
1364,-377.7999999999999,16.0,-393.7999999999999,0.376912,13.5,LONGSHOT,-24.612499999999994
1365,-378.7999999999999,16.0,-394.7999999999999,0.396782,14.8,LONGSHOT,-24.674999999999994
1366,-371.1999999999999,16.0,-387.1999999999999,0.462841,8.6,LONGSHOT,-24.199999999999992
1367,-372.1999999999999,16.0,-388.1999999999999,0.555088,4.9,BALANCED,-24.262499999999992
1368,-373.1999999999999,16.0,-389.1999999999999,0.243613,38.2,DEEP_LONGSHOT,-24.324999999999992
1369,-374.1999999999999,16.0,-390.1999999999999,0.576809,4.4,BALANCED,-24.387499999999992
1370,-375.1999999999999,16.0,-391.1999999999999,0.598855,3.8,LOW_ODDS,-24.449999999999992
1371,-376.1999999999999,16.0,-392.1999999999999,0.567584,4.7,BALANCED,-24.512499999999992
1372,-377.1999999999999,16.0,-393.1999999999999,0.40041,12.4,LONGSHOT,-24.574999999999992
1373,-366.6999999999999,16.0,-382.6999999999999,0.44912,11.5,LONGSHOT,-23.918749999999992
1374,-367.6999999999999,16.0,-383.6999999999999,0.18118,100.7,DEEP_LONGSHOT,-23.981249999999992
1375,-368.6999999999999,16.0,-384.6999999999999,0.394245,12.2,LONGSHOT,-24.043749999999992
1376,-369.6999999999999,16.0,-385.6999999999999,0.207207,91.2,DEEP_LONGSHOT,-24.106249999999992
1377,-370.6999999999999,16.0,-386.6999999999999,0.290109,26.9,DEEP_LONGSHOT,-24.168749999999992
1378,-371.6999999999999,16.0,-387.6999999999999,0.56336,4.7,BALANCED,-24.231249999999992
1379,-372.6999999999999,16.0,-388.6999999999999,0.304774,19.2,LONGSHOT,-24.293749999999992
1380,-373.6999999999999,16.0,-389.6999999999999,0.278224,25.4,DEEP_LONGSHOT,-24.356249999999992
1381,-374.6999999999999,16.0,-390.6999999999999,0.449003,12.0,LONGSHOT,-24.418749999999992
1382,-375.6999999999999,16.0,-391.6999999999999,0.509239,6.5,BALANCED,-24.481249999999992
1383,-376.6999999999999,16.0,-392.6999999999999,0.578807,4.9,BALANCED,-24.543749999999992
1384,-377.6999999999999,16.0,-393.6999999999999,0.261105,33.3,DEEP_LONGSHOT,-24.606249999999992
1385,-378.6999999999999,16.0,-394.6999999999999,0.281289,27.4,DEEP_LONGSHOT,-24.668749999999992
1386,-379.6999999999999,16.0,-395.6999999999999,0.357271,19.1,LONGSHOT,-24.731249999999992
1387,-380.6999999999999,16.0,-396.6999999999999,0.493628,7.7,BALANCED,-24.793749999999992
1388,-381.6999999999999,16.0,-397.6999999999999,0.529845,6.6,BALANCED,-24.856249999999992
1389,-382.6999999999999,16.0,-398.6999999999999,0.513657,6.8,BALANCED,-24.918749999999992
1390,-383.6999999999999,16.0,-399.6999999999999,0.442633,8.5,LONGSHOT,-24.981249999999992
1391,-384.6999999999999,16.0,-400.6999999999999,0.390542,16.6,LONGSHOT,-25.043749999999992
1392,-385.6999999999999,16.0,-401.6999999999999,0.356792,14.5,LONGSHOT,-25.106249999999992
1393,-386.6999999999999,16.0,-402.6999999999999,0.283316,24.8,DEEP_LONGSHOT,-25.168749999999992
1394,-387.6999999999999,16.0,-403.6999999999999,0.543126,5.1,BALANCED,-25.231249999999992
1395,-388.6999999999999,16.0,-404.6999999999999,0.485564,6.9,BALANCED,-25.293749999999992
1396,-389.6999999999999,16.0,-405.6999999999999,0.381818,17.9,LONGSHOT,-25.356249999999992
1397,-390.6999999999999,16.0,-406.6999999999999,0.457825,9.9,LONGSHOT,-25.418749999999992
1398,-391.6999999999999,16.0,-407.6999999999999,0.418165,9.5,LONGSHOT,-25.481249999999992
1399,-392.6999999999999,16.0,-408.6999999999999,0.208801,69.1,DEEP_LONGSHOT,-25.543749999999992
1400,-393.6999999999999,16.0,-409.6999999999999,0.183282,95.2,DEEP_LONGSHOT,-25.606249999999992
1401,-394.6999999999999,16.0,-410.6999999999999,0.203984,67.0,DEEP_LONGSHOT,-25.668749999999992
1402,-395.6999999999999,16.0,-411.6999999999999,0.44311,12.2,LONGSHOT,-25.731249999999992
1403,-396.6999999999999,16.0,-412.6999999999999,0.361866,14.4,LONGSHOT,-25.793749999999992
1404,-397.6999999999999,16.0,-413.6999999999999,0.378258,12.6,LONGSHOT,-25.856249999999992
1405,-398.6999999999999,16.0,-414.6999999999999,0.239417,39.6,DEEP_LONGSHOT,-25.918749999999992
1406,-399.6999999999999,16.0,-415.6999999999999,0.277607,30.3,DEEP_LONGSHOT,-25.981249999999992
1407,-400.6999999999999,16.0,-416.6999999999999,0.395798,14.6,LONGSHOT,-26.043749999999992
1408,-401.6999999999999,16.0,-417.6999999999999,0.256721,35.9,DEEP_LONGSHOT,-26.106249999999992
1409,-402.6999999999999,16.0,-418.6999999999999,0.282304,24.8,DEEP_LONGSHOT,-26.168749999999992
1410,-403.6999999999999,16.0,-419.6999999999999,0.592568,4.7,BALANCED,-26.231249999999992
1411,-395.7999999999999,16.0,-411.7999999999999,0.440716,8.9,LONGSHOT,-25.737499999999994
1412,-396.7999999999999,16.0,-412.7999999999999,0.509953,7.7,BALANCED,-25.799999999999994
1413,-397.7999999999999,16.0,-413.7999999999999,0.330116,24.2,DEEP_LONGSHOT,-25.862499999999994
1414,-398.7999999999999,16.0,-414.7999999999999,0.269893,26.4,DEEP_LONGSHOT,-25.924999999999994
1415,-399.7999999999999,16.0,-415.7999999999999,0.411433,12.0,LONGSHOT,-25.987499999999994
1416,-400.7999999999999,16.0,-416.7999999999999,0.505722,6.2,BALANCED,-26.049999999999994
1417,-401.7999999999999,16.0,-417.7999999999999,0.255614,40.0,DEEP_LONGSHOT,-26.112499999999994
1418,-402.7999999999999,16.0,-418.7999999999999,0.435739,12.1,LONGSHOT,-26.174999999999994
1419,-403.7999999999999,16.0,-419.7999999999999,0.193462,75.5,DEEP_LONGSHOT,-26.237499999999994
1420,-404.7999999999999,16.0,-420.7999999999999,0.398322,10.6,LONGSHOT,-26.299999999999994
1421,-405.7999999999999,16.0,-421.7999999999999,0.252044,36.9,DEEP_LONGSHOT,-26.362499999999994
1422,-406.7999999999999,16.0,-422.7999999999999,0.48983,13.7,LONGSHOT,-26.424999999999994
1423,-407.7999999999999,16.0,-423.7999999999999,0.370859,12.4,LONGSHOT,-26.487499999999994
1424,-408.7999999999999,16.0,-424.7999999999999,0.455789,9.4,LONGSHOT,-26.549999999999994
1425,-409.7999999999999,16.0,-425.7999999999999,0.408345,10.0,LONGSHOT,-26.612499999999994
1426,-410.7999999999999,16.0,-426.7999999999999,0.433402,12.1,LONGSHOT,-26.674999999999994
1427,-411.7999999999999,16.0,-427.7999999999999,0.22593,58.4,DEEP_LONGSHOT,-26.737499999999994
1428,-412.7999999999999,16.0,-428.7999999999999,0.206673,55.7,DEEP_LONGSHOT,-26.799999999999994
1429,-413.7999999999999,16.0,-429.7999999999999,0.380784,11.9,LONGSHOT,-26.862499999999994
1430,-414.7999999999999,16.0,-430.7999999999999,0.401102,14.9,LONGSHOT,-26.924999999999994
1431,-402.0999999999999,16.0,-418.0999999999999,0.378854,13.7,LONGSHOT,-26.131249999999994
1432,-403.0999999999999,16.0,-419.0999999999999,0.388817,16.1,LONGSHOT,-26.193749999999994
1433,-404.0999999999999,16.0,-420.0999999999999,0.283316,28.1,DEEP_LONGSHOT,-26.256249999999994
1434,-405.0999999999999,16.0,-421.0999999999999,0.273044,36.0,DEEP_LONGSHOT,-26.318749999999994
1435,-406.0999999999999,16.0,-422.0999999999999,0.46482,8.0,BALANCED,-26.381249999999994
1436,-407.0999999999999,16.0,-423.0999999999999,0.390398,11.2,LONGSHOT,-26.443749999999994
1437,-408.0999999999999,16.0,-424.0999999999999,0.497833,6.4,BALANCED,-26.506249999999994
1438,-409.0999999999999,16.0,-425.0999999999999,0.319143,24.9,DEEP_LONGSHOT,-26.568749999999994
1439,-404.19999999999993,16.0,-420.19999999999993,0.506811,5.9,BALANCED,-26.262499999999996
1440,-405.19999999999993,16.0,-421.19999999999993,0.482131,7.5,BALANCED,-26.324999999999996
1441,-406.19999999999993,16.0,-422.19999999999993,0.332887,23.1,DEEP_LONGSHOT,-26.387499999999996
1442,-407.19999999999993,16.0,-423.19999999999993,0.42576,32.2,DEEP_LONGSHOT,-26.449999999999996
1443,-408.19999999999993,16.0,-424.19999999999993,0.377212,15.2,LONGSHOT,-26.512499999999996
1444,-409.19999999999993,16.0,-425.19999999999993,0.518398,6.5,BALANCED,-26.574999999999996
1445,-410.19999999999993,16.0,-426.19999999999993,0.434019,8.8,LONGSHOT,-26.637499999999996
1446,-411.19999999999993,16.0,-427.19999999999993,0.38824,12.2,LONGSHOT,-26.699999999999996
1447,-376.8999999999999,16.0,-392.8999999999999,0.264995,35.3,DEEP_LONGSHOT,-24.556249999999995
1448,-377.8999999999999,16.0,-393.8999999999999,0.35535,19.4,LONGSHOT,-24.618749999999995
1449,-378.8999999999999,16.0,-394.8999999999999,0.363748,14.8,LONGSHOT,-24.681249999999995
1450,-379.8999999999999,16.0,-395.8999999999999,0.536475,5.2,BALANCED,-24.743749999999995
1451,-380.8999999999999,16.0,-396.8999999999999,0.387372,14.9,LONGSHOT,-24.806249999999995
1452,-381.8999999999999,16.0,-397.8999999999999,0.273044,34.9,DEEP_LONGSHOT,-24.868749999999995
1453,-382.8999999999999,16.0,-398.8999999999999,0.336147,22.3,DEEP_LONGSHOT,-24.931249999999995
1454,-383.8999999999999,16.0,-399.8999999999999,0.395093,10.5,LONGSHOT,-24.993749999999995
1455,-384.8999999999999,16.0,-400.8999999999999,0.491883,7.0,BALANCED,-25.056249999999995
1456,-385.8999999999999,16.0,-401.8999999999999,0.256057,30.6,DEEP_LONGSHOT,-25.118749999999995
1457,-386.8999999999999,16.0,-402.8999999999999,0.309079,38.0,DEEP_LONGSHOT,-25.181249999999995
1458,-387.8999999999999,16.0,-403.8999999999999,0.377212,12.3,LONGSHOT,-25.243749999999995
