step,equity,peak,drawdown,uncertainty_score,odds,regime_label,drawdown_pct
617,-184.8,16.0,-200.8,0.416857,14.2,LONGSHOT,-12.55
618,-185.8,16.0,-201.8,0.459172,8.0,BALANCED,-12.6125
619,-175.5,16.0,-191.5,0.43757,11.3,LONGSHOT,-11.96875
620,-176.5,16.0,-192.5,0.425379,16.2,LONGSHOT,-12.03125
621,-177.5,16.0,-193.5,0.273462,30.4,DEEP_LONGSHOT,-12.09375
622,-178.5,16.0,-194.5,0.371927,18.3,LONGSHOT,-12.15625
623,-179.5,16.0,-195.5,0.386357,17.3,LONGSHOT,-12.21875
624,-180.5,16.0,-196.5,0.288325,28.1,DEEP_LONGSHOT,-12.28125
625,-181.5,16.0,-197.5,0.291685,50.4,DEEP_LONGSHOT,-12.34375
626,-182.5,16.0,-198.5,0.335463,19.1,LONGSHOT,-12.40625
627,-183.5,16.0,-199.5,0.357111,21.7,DEEP_LONGSHOT,-12.46875
628,-184.5,16.0,-200.5,0.472471,8.4,LONGSHOT,-12.53125
629,-185.5,16.0,-201.5,0.186538,80.5,DEEP_LONGSHOT,-12.59375
630,-186.5,16.0,-202.5,0.357271,13.8,LONGSHOT,-12.65625
631,-187.5,16.0,-203.5,0.404677,12.9,LONGSHOT,-12.71875
632,-188.5,16.0,-204.5,0.272626,32.1,DEEP_LONGSHOT,-12.78125
633,-189.5,16.0,-205.5,0.335121,22.8,DEEP_LONGSHOT,-12.84375
634,-190.5,16.0,-206.5,0.336999,40.6,DEEP_LONGSHOT,-12.90625
635,-191.5,16.0,-207.5,0.392826,22.1,DEEP_LONGSHOT,-12.96875
636,-192.5,16.0,-208.5,0.226177,63.9,DEEP_LONGSHOT,-13.03125
637,-193.5,16.0,-209.5,0.374203,18.3,LONGSHOT,-13.09375
638,-194.5,16.0,-210.5,0.386066,15.3,LONGSHOT,-13.15625
639,-195.5,16.0,-211.5,0.386066,24.8,DEEP_LONGSHOT,-13.21875
640,-196.5,16.0,-212.5,0.379152,15.5,LONGSHOT,-13.28125
641,-197.5,16.0,-213.5,0.384023,18.3,LONGSHOT,-13.34375
642,-198.5,16.0,-214.5,0.492855,7.4,BALANCED,-13.40625
643,-199.5,16.0,-215.5,0.475317,14.2,LONGSHOT,-13.46875
644,-200.5,16.0,-216.5,0.393394,13.5,LONGSHOT,-13.53125
645,-201.5,16.0,-217.5,0.435862,8.9,LONGSHOT,-13.59375
646,-202.5,16.0,-218.5,0.380636,20.0,LONGSHOT,-13.65625
647,-203.5,16.0,-219.5,0.289119,24.6,DEEP_LONGSHOT,-13.71875
648,-204.5,16.0,-220.5,0.370706,15.9,LONGSHOT,-13.78125
649,-205.5,16.0,-221.5,0.334092,15.5,LONGSHOT,-13.84375
650,-206.5,16.0,-222.5,0.451324,14.8,LONGSHOT,-13.90625
651,-207.5,16.0,-223.5,0.345728,23.0,DEEP_LONGSHOT,-13.96875
652,-208.5,16.0,-224.5,0.254058,30.1,DEEP_LONGSHOT,-14.03125
653,-209.5,16.0,-225.5,0.372079,12.9,LONGSHOT,-14.09375
654,-210.5,16.0,-226.5,0.367633,21.2,DEEP_LONGSHOT,-14.15625
655,-204.8,16.0,-220.8,0.539875,6.7,BALANCED,-13.8
656,-205.8,16.0,-221.8,0.526466,5.8,BALANCED,-13.8625
657,-206.8,16.0,-222.8,0.251145,50.0,DEEP_LONGSHOT,-13.925
658,-207.8,16.0,-223.8,0.328547,26.1,DEEP_LONGSHOT,-13.9875
659,-208.8,16.0,-224.8,0.271997,30.8,DEEP_LONGSHOT,-14.05
660,-209.8,16.0,-225.8,0.39311,17.0,LONGSHOT,-14.1125
661,-210.8,16.0,-226.8,0.252493,30.4,DEEP_LONGSHOT,-14.175
662,-192.60000000000002,16.0,-208.60000000000002,0.338018,19.2,LONGSHOT,-13.037500000000001
663,-193.60000000000002,16.0,-209.60000000000002,0.257162,41.9,DEEP_LONGSHOT,-13.100000000000001
664,-194.60000000000002,16.0,-210.60000000000002,0.225187,60.5,DEEP_LONGSHOT,-13.162500000000001
665,-195.60000000000002,16.0,-211.60000000000002,0.387662,11.0,LONGSHOT,-13.225000000000001
666,-196.60000000000002,16.0,-212.60000000000002,0.30079,25.9,DEEP_LONGSHOT,-13.287500000000001
667,-197.60000000000002,16.0,-213.60000000000002,0.372687,16.4,LONGSHOT,-13.350000000000001
668,-198.60000000000002,16.0,-214.60000000000002,0.375711,28.8,DEEP_LONGSHOT,-13.412500000000001
669,-199.60000000000002,16.0,-215.60000000000002,0.400132,14.3,LONGSHOT,-13.475000000000001
670,-200.60000000000002,16.0,-216.60000000000002,0.260669,34.1,DEEP_LONGSHOT,-13.537500000000001
671,-201.60000000000002,16.0,-217.60000000000002,0.372991,14.2,LONGSHOT,-13.600000000000001
672,-202.60000000000002,16.0,-218.60000000000002,0.312592,24.8,DEEP_LONGSHOT,-13.662500000000001
673,-203.60000000000002,16.0,-219.60000000000002,0.218661,66.6,DEEP_LONGSHOT,-13.725000000000001
674,-204.60000000000002,16.0,-220.60000000000002,0.29384,23.3,DEEP_LONGSHOT,-13.787500000000001
675,-205.60000000000002,16.0,-221.60000000000002,0.310378,20.3,DEEP_LONGSHOT,-13.850000000000001
676,-200.70000000000002,16.0,-216.70000000000002,0.544507,5.9,BALANCED,-13.543750000000001
677,-201.70000000000002,16.0,-217.70000000000002,0.395657,10.6,LONGSHOT,-13.606250000000001
678,-202.70000000000002,16.0,-218.70000000000002,0.538449,6.5,BALANCED,-13.668750000000001
679,-203.70000000000002,16.0,-219.70000000000002,0.269047,29.0,DEEP_LONGSHOT,-13.731250000000001
680,-195.70000000000002,16.0,-211.70000000000002,0.468729,9.0,LONGSHOT,-13.231250000000001
681,-196.70000000000002,16.0,-212.70000000000002,0.465694,13.0,LONGSHOT,-13.293750000000001
682,-197.70000000000002,16.0,-213.70000000000002,0.393962,11.4,LONGSHOT,-13.356250000000001
683,-198.70000000000002,16.0,-214.70000000000002,0.263273,28.7,DEEP_LONGSHOT,-13.418750000000001
684,-199.70000000000002,16.0,-215.70000000000002,0.393252,14.4,LONGSHOT,-13.481250000000001
685,-200.70000000000002,16.0,-216.70000000000002,0.337339,22.9,DEEP_LONGSHOT,-13.543750000000001
686,-201.70000000000002,16.0,-217.70000000000002,0.468514,8.6,LONGSHOT,-13.606250000000001
687,-202.70000000000002,16.0,-218.70000000000002,0.335805,24.0,DEEP_LONGSHOT,-13.668750000000001
688,-203.70000000000002,16.0,-219.70000000000002,0.229366,66.7,DEEP_LONGSHOT,-13.731250000000001
689,-204.70000000000002,16.0,-220.70000000000002,0.331505,30.8,DEEP_LONGSHOT,-13.793750000000001
690,-205.70000000000002,16.0,-221.70000000000002,0.373446,14.2,LONGSHOT,-13.856250000000001
691,-206.70000000000002,16.0,-222.70000000000002,0.367324,22.5,DEEP_LONGSHOT,-13.918750000000001
692,-207.70000000000002,16.0,-223.70000000000002,0.316974,29.2,DEEP_LONGSHOT,-13.981250000000001
693,-202.60000000000002,16.0,-218.60000000000002,0.50663,6.1,BALANCED,-13.662500000000001
694,-203.60000000000002,16.0,-219.60000000000002,0.426901,9.0,LONGSHOT,-13.725000000000001
695,-204.60000000000002,16.0,-220.60000000000002,0.375711,12.2,LONGSHOT,-13.787500000000001
696,-205.60000000000002,16.0,-221.60000000000002,0.529765,6.2,BALANCED,-13.850000000000001
697,-206.60000000000002,16.0,-222.60000000000002,0.276989,36.2,DEEP_LONGSHOT,-13.912500000000001
698,-202.00000000000003,16.0,-218.00000000000003,0.527357,5.6,BALANCED,-13.625000000000002
699,-203.00000000000003,16.0,-219.00000000000003,0.521687,7.4,BALANCED,-13.687500000000002
700,-204.00000000000003,16.0,-220.00000000000003,0.50915,5.9,BALANCED,-13.750000000000002
701,-205.00000000000003,16.0,-221.00000000000003,0.239886,60.2,DEEP_LONGSHOT,-13.812500000000002
702,-206.00000000000003,16.0,-222.00000000000003,0.222196,57.8,DEEP_LONGSHOT,-13.875000000000002
703,-207.00000000000003,16.0,-223.00000000000003,0.249564,44.1,DEEP_LONGSHOT,-13.937500000000002
704,-208.00000000000003,16.0,-224.00000000000003,0.381671,15.1,LONGSHOT,-14.000000000000002
705,-197.40000000000003,16.0,-213.40000000000003,0.43067,11.6,LONGSHOT,-13.337500000000002
706,-198.40000000000003,16.0,-214.40000000000003,0.267986,44.6,DEEP_LONGSHOT,-13.400000000000002
707,-199.40000000000003,16.0,-215.40000000000003,0.216105,52.6,DEEP_LONGSHOT,-13.462500000000002
708,-200.40000000000003,16.0,-216.40000000000003,0.23348,41.6,DEEP_LONGSHOT,-13.525000000000002
709,-201.40000000000003,16.0,-217.40000000000003,0.321297,20.0,LONGSHOT,-13.587500000000002
710,-202.40000000000003,16.0,-218.40000000000003,0.169324,166.8,DEEP_LONGSHOT,-13.650000000000002
711,-203.40000000000003,16.0,-219.40000000000003,0.297141,23.1,DEEP_LONGSHOT,-13.712500000000002
712,-204.40000000000003,16.0,-220.40000000000003,0.249111,32.9,DEEP_LONGSHOT,-13.775000000000002
713,-205.40000000000003,16.0,-221.40000000000003,0.414885,11.0,LONGSHOT,-13.837500000000002
714,-206.40000000000003,16.0,-222.40000000000003,0.57854,4.2,BALANCED,-13.900000000000002
715,-207.40000000000003,16.0,-223.40000000000003,0.381376,14.4,LONGSHOT,-13.962500000000002
716,-208.40000000000003,16.0,-224.40000000000003,0.308335,36.6,DEEP_LONGSHOT,-14.025000000000002
717,-209.40000000000003,16.0,-225.40000000000003,0.267773,28.9,DEEP_LONGSHOT,-14.087500000000002
718,-210.40000000000003,16.0,-226.40000000000003,0.383437,13.3,LONGSHOT,-14.150000000000002
719,-211.40000000000003,16.0,-227.40000000000003,0.239182,35.7,DEEP_LONGSHOT,-14.212500000000002
720,-212.40000000000003,16.0,-228.40000000000003,0.261105,28.0,DEEP_LONGSHOT,-14.275000000000002
721,-213.40000000000003,16.0,-229.40000000000003,0.23324,37.7,DEEP_LONGSHOT,-14.337500000000002
722,-214.40000000000003,16.0,-230.40000000000003,0.342567,23.3,DEEP_LONGSHOT,-14.400000000000002
723,-215.40000000000003,16.0,-231.40000000000003,0.302883,19.6,LONGSHOT,-14.462500000000002
724,-216.40000000000003,16.0,-232.40000000000003,0.190606,83.9,DEEP_LONGSHOT,-14.525000000000002
725,-217.40000000000003,16.0,-233.40000000000003,0.481316,7.1,BALANCED,-14.587500000000002
726,-218.40000000000003,16.0,-234.40000000000003,0.256057,48.3,DEEP_LONGSHOT,-14.650000000000002
727,-219.40000000000003,16.0,-235.40000000000003,0.259578,41.0,DEEP_LONGSHOT,-14.712500000000002
728,-220.40000000000003,16.0,-236.40000000000003,0.268411,30.0,DEEP_LONGSHOT,-14.775000000000002
729,-221.40000000000003,16.0,-237.40000000000003,0.382555,15.6,LONGSHOT,-14.837500000000002
730,-222.40000000000003,16.0,-238.40000000000003,0.25914,42.2,DEEP_LONGSHOT,-14.900000000000002
731,-223.40000000000003,16.0,-239.40000000000003,0.396501,10.9,LONGSHOT,-14.962500000000002
732,-224.40000000000003,16.0,-240.40000000000003,0.442274,10.8,LONGSHOT,-15.025000000000002
733,-225.40000000000003,16.0,-241.40000000000003,0.241523,45.1,DEEP_LONGSHOT,-15.087500000000002
734,-226.40000000000003,16.0,-242.40000000000003,0.218406,55.8,DEEP_LONGSHOT,-15.150000000000002
735,-227.40000000000003,16.0,-243.40000000000003,0.319143,19.2,LONGSHOT,-15.212500000000002
736,-228.40000000000003,16.0,-244.40000000000003,0.271788,38.9,DEEP_LONGSHOT,-15.275000000000002
737,-229.40000000000003,16.0,-245.40000000000003,0.208536,59.4,DEEP_LONGSHOT,-15.337500000000002
738,-230.40000000000003,16.0,-246.40000000000003,0.397063,11.3,LONGSHOT,-15.400000000000002
739,-231.40000000000003,16.0,-247.40000000000003,0.277195,24.1,DEEP_LONGSHOT,-15.462500000000002
740,-232.40000000000003,16.0,-248.40000000000003,0.36825,12.4,LONGSHOT,-15.525000000000002
741,-233.40000000000003,16.0,-249.40000000000003,0.392256,13.3,LONGSHOT,-15.587500000000002
742,-234.40000000000003,16.0,-250.40000000000003,0.234678,54.1,DEEP_LONGSHOT,-15.650000000000002
743,-235.40000000000003,16.0,-251.40000000000003,0.375109,12.9,LONGSHOT,-15.712500000000002
744,-236.40000000000003,16.0,-252.40000000000003,0.23348,41.7,DEEP_LONGSHOT,-15.775000000000002
745,-237.40000000000003,16.0,-253.40000000000003,0.371164,12.8,LONGSHOT,-15.837500000000002
746,-238.40000000000003,16.0,-254.40000000000003,0.390255,15.4,LONGSHOT,-15.900000000000002
747,-239.40000000000003,16.0,-255.40000000000003,0.570426,5.2,BALANCED,-15.962500000000002
748,-240.40000000000003,16.0,-256.40000000000003,0.215848,58.6,DEEP_LONGSHOT,-16.025000000000002
749,-241.40000000000003,16.0,-257.40000000000003,0.471088,10.1,LONGSHOT,-16.087500000000002
750,-242.40000000000003,16.0,-258.40000000000003,0.221945,75.0,DEEP_LONGSHOT,-16.150000000000002
751,-243.40000000000003,16.0,-259.40000000000003,0.322724,19.6,LONGSHOT,-16.212500000000002
752,-244.40000000000003,16.0,-260.40000000000003,0.282102,27.0,DEEP_LONGSHOT,-16.275000000000002
753,-245.40000000000003,16.0,-261.40000000000003,0.437327,9.6,LONGSHOT,-16.337500000000002
754,-246.40000000000003,16.0,-262.40000000000003,0.275749,31.7,DEEP_LONGSHOT,-16.400000000000002
755,-247.40000000000003,16.0,-263.40000000000003,0.335634,19.4,LONGSHOT,-16.462500000000002
756,-248.40000000000003,16.0,-264.40000000000003,0.439268,20.3,DEEP_LONGSHOT,-16.525000000000002
757,-249.40000000000003,16.0,-265.40000000000003,0.485964,7.0,BALANCED,-16.587500000000002
758,-250.40000000000003,16.0,-266.40000000000003,0.442155,8.2,LONGSHOT,-16.650000000000002
759,-251.40000000000003,16.0,-267.40000000000003,0.340385,18.0,LONGSHOT,-16.712500000000002
760,-252.40000000000003,16.0,-268.40000000000003,0.38373,14.7,LONGSHOT,-16.775000000000002
761,-253.40000000000003,16.0,-269.40000000000003,0.498212,8.0,BALANCED,-16.837500000000002
762,-254.40000000000003,16.0,-270.40000000000003,0.338866,17.1,LONGSHOT,-16.900000000000002
763,-255.40000000000003,16.0,-271.40000000000003,0.42854,10.3,LONGSHOT,-16.962500000000002
764,-251.00000000000003,16.0,-267.0,0.548151,5.4,BALANCED,-16.6875
765,-252.00000000000003,16.0,-268.0,0.243381,48.6,DEEP_LONGSHOT,-16.75
766,-253.00000000000003,16.0,-269.0,0.340553,24.7,DEEP_LONGSHOT,-16.8125
767,-254.00000000000003,16.0,-270.0,0.343735,15.8,LONGSHOT,-16.875
768,-247.70000000000002,16.0,-263.70000000000005,0.474477,7.3,BALANCED,-16.481250000000003
769,-248.70000000000002,16.0,-264.70000000000005,0.254281,34.3,DEEP_LONGSHOT,-16.543750000000003
770,-249.70000000000002,16.0,-265.70000000000005,0.404541,11.8,LONGSHOT,-16.606250000000003
771,-250.70000000000002,16.0,-266.70000000000005,0.585959,4.1,BALANCED,-16.668750000000003
772,-251.70000000000002,16.0,-267.70000000000005,0.272207,40.5,DEEP_LONGSHOT,-16.731250000000003
773,-252.70000000000002,16.0,-268.70000000000005,0.482436,8.0,BALANCED,-16.793750000000003
774,-253.70000000000002,16.0,-269.70000000000005,0.40794,13.3,LONGSHOT,-16.856250000000003
775,-254.70000000000002,16.0,-270.70000000000005,0.42115,9.2,LONGSHOT,-16.918750000000003
776,-255.70000000000002,16.0,-271.70000000000005,0.320401,19.2,LONGSHOT,-16.981250000000003
777,-256.70000000000005,16.0,-272.70000000000005,0.536093,6.6,BALANCED,-17.043750000000003
778,-257.70000000000005,16.0,-273.70000000000005,0.449003,12.7,LONGSHOT,-17.106250000000003
779,-258.70000000000005,16.0,-274.70000000000005,0.476675,8.7,LONGSHOT,-17.168750000000003
780,-259.70000000000005,16.0,-275.70000000000005,0.501584,10.8,LONGSHOT,-17.231250000000003
781,-260.70000000000005,16.0,-276.70000000000005,0.22667,43.2,DEEP_LONGSHOT,-17.293750000000003
782,-261.70000000000005,16.0,-277.70000000000005,0.471408,7.2,BALANCED,-17.356250000000003
783,-262.70000000000005,16.0,-278.70000000000005,0.435617,12.1,LONGSHOT,-17.418750000000003
784,-263.70000000000005,16.0,-279.70000000000005,0.569723,4.3,BALANCED,-17.481250000000003
785,-264.70000000000005,16.0,-280.70000000000005,0.571008,5.3,BALANCED,-17.543750000000003
786,-265.70000000000005,16.0,-281.70000000000005,0.23372,38.2,DEEP_LONGSHOT,-17.606250000000003
787,-266.70000000000005,16.0,-282.70000000000005,0.300599,22.9,DEEP_LONGSHOT,-17.668750000000003
788,-267.70000000000005,16.0,-283.70000000000005,0.229122,42.2,DEEP_LONGSHOT,-17.731250000000003
789,-268.70000000000005,16.0,-284.70000000000005,0.256279,40.2,DEEP_LONGSHOT,-17.793750000000003
790,-269.70000000000005,16.0,-285.70000000000005,0.323258,26.3,DEEP_LONGSHOT,-17.856250000000003
791,-270.70000000000005,16.0,-286.70000000000005,0.336488,26.1,DEEP_LONGSHOT,-17.918750000000003
792,-271.70000000000005,16.0,-287.70000000000005,0.491786,7.0,BALANCED,-17.981250000000003
793,-272.70000000000005,16.0,-288.70000000000005,0.524587,8.0,BALANCED,-18.043750000000003
794,-273.70000000000005,16.0,-289.70000000000005,0.278429,29.3,DEEP_LONGSHOT,-18.106250000000003
795,-274.70000000000005,16.0,-290.70000000000005,0.316067,23.4,DEEP_LONGSHOT,-18.168750000000003
796,-275.70000000000005,16.0,-291.70000000000005,0.364217,17.6,LONGSHOT,-18.231250000000003
797,-276.70000000000005,16.0,-292.70000000000005,0.338527,16.2,LONGSHOT,-18.293750000000003
798,-273.20000000000005,16.0,-289.20000000000005,0.57854,4.5,BALANCED,-18.075000000000003
799,-274.20000000000005,16.0,-290.20000000000005,0.357909,17.5,LONGSHOT,-18.137500000000003
800,-275.20000000000005,16.0,-291.20000000000005,0.418686,9.3,LONGSHOT,-18.200000000000003
801,-267.6,16.0,-283.6,0.456922,8.6,LONGSHOT,-17.725
802,-253.90000000000003,16.0,-269.90000000000003,0.389968,14.7,LONGSHOT,-16.868750000000002
803,-254.90000000000003,16.0,-270.90000000000003,0.299067,23.0,DEEP_LONGSHOT,-16.931250000000002
804,-255.90000000000003,16.0,-271.90000000000003,0.280067,29.7,DEEP_LONGSHOT,-16.993750000000002
805,-256.90000000000003,16.0,-272.90000000000003,0.408884,13.8,LONGSHOT,-17.056250000000002
806,-257.90000000000003,16.0,-273.90000000000003,0.494591,11.7,LONGSHOT,-17.118750000000002
807,-258.90000000000003,16.0,-274.90000000000003,0.200716,67.6,DEEP_LONGSHOT,-17.181250000000002
808,-259.90000000000003,16.0,-275.90000000000003,0.411566,13.1,LONGSHOT,-17.243750000000002
809,-260.90000000000003,16.0,-276.90000000000003,0.249564,63.8,DEEP_LONGSHOT,-17.306250000000002
810,-261.90000000000003,16.0,-277.90000000000003,0.253165,40.9,DEEP_LONGSHOT,-17.368750000000002
811,-262.90000000000003,16.0,-278.90000000000003,0.598537,3.7,LOW_ODDS,-17.431250000000002
812,-263.90000000000003,16.0,-279.90000000000003,0.343402,18.6,LONGSHOT,-17.493750000000002
813,-264.90000000000003,16.0,-280.90000000000003,0.348367,21.3,DEEP_LONGSHOT,-17.556250000000002
814,-265.90000000000003,16.0,-281.90000000000003,0.283518,23.6,DEEP_LONGSHOT,-17.618750000000002
815,-266.90000000000003,16.0,-282.90000000000003,0.574431,4.9,BALANCED,-17.681250000000002
816,-267.90000000000003,16.0,-283.90000000000003,0.404404,10.0,LONGSHOT,-17.743750000000002
817,-268.90000000000003,16.0,-284.90000000000003,0.546448,6.1,BALANCED,-17.806250000000002
818,-269.90000000000003,16.0,-285.90000000000003,0.334264,25.2,DEEP_LONGSHOT,-17.868750000000002
819,-270.90000000000003,16.0,-286.90000000000003,0.38329,16.7,LONGSHOT,-17.931250000000002
820,-271.90000000000003,16.0,-287.90000000000003,0.343402,22.4,DEEP_LONGSHOT,-17.993750000000002
821,-272.90000000000003,16.0,-288.90000000000003,0.37945,14.0,LONGSHOT,-18.056250000000002
822,-273.90000000000003,16.0,-289.90000000000003,0.358068,15.2,LONGSHOT,-18.118750000000002
823,-274.90000000000003,16.0,-290.90000000000003,0.400687,16.8,LONGSHOT,-18.181250000000002
824,-275.90000000000003,16.0,-291.90000000000003,0.460624,8.7,LONGSHOT,-18.243750000000002
825,-276.90000000000003,16.0,-292.90000000000003,0.518908,6.1,BALANCED,-18.306250000000002
826,-277.90000000000003,16.0,-293.90000000000003,0.280679,32.3,DEEP_LONGSHOT,-18.368750000000002
827,-278.90000000000003,16.0,-294.90000000000003,0.396923,15.2,LONGSHOT,-18.431250000000002
828,-261.90000000000003,16.0,-277.90000000000003,0.363592,18.0,LONGSHOT,-17.368750000000002
829,-262.90000000000003,16.0,-278.90000000000003,0.326618,19.7,LONGSHOT,-17.431250000000002
830,-263.90000000000003,16.0,-279.90000000000003,0.279658,35.8,DEEP_LONGSHOT,-17.493750000000002
831,-264.90000000000003,16.0,-280.90000000000003,0.447835,9.9,LONGSHOT,-17.556250000000002
832,-231.00000000000003,16.0,-247.00000000000003,0.268411,34.9,DEEP_LONGSHOT,-15.437500000000002
833,-232.00000000000003,16.0,-248.00000000000003,0.448653,8.4,LONGSHOT,-15.500000000000002
834,-233.00000000000003,16.0,-249.00000000000003,0.344899,16.4,LONGSHOT,-15.562500000000002
835,-234.00000000000003,16.0,-250.00000000000003,0.359339,21.9,DEEP_LONGSHOT,-15.625000000000002
836,-235.00000000000003,16.0,-251.00000000000003,0.497644,6.4,BALANCED,-15.687500000000002
837,-236.00000000000003,16.0,-252.00000000000003,0.45328,7.8,BALANCED,-15.750000000000002
838,-237.00000000000003,16.0,-253.00000000000003,0.514354,7.9,BALANCED,-15.812500000000002
839,-238.00000000000003,16.0,-254.00000000000003,0.46251,8.1,LONGSHOT,-15.875000000000002
840,-239.00000000000003,16.0,-255.00000000000003,0.523845,6.0,BALANCED,-15.937500000000002
841,-240.00000000000003,16.0,-256.0,0.537995,6.5,BALANCED,-16.0
842,-241.00000000000003,16.0,-257.0,0.498589,6.7,BALANCED,-16.0625
843,-242.00000000000003,16.0,-258.0,0.230583,42.2,DEEP_LONGSHOT,-16.125
844,-243.00000000000003,16.0,-259.0,0.445601,8.6,LONGSHOT,-16.1875
845,-244.00000000000003,16.0,-260.0,0.460958,7.9,BALANCED,-16.25
846,-245.00000000000003,16.0,-261.0,0.527034,7.2,BALANCED,-16.3125
847,-246.00000000000003,16.0,-262.0,0.449818,9.6,LONGSHOT,-16.375
848,-247.00000000000003,16.0,-263.0,0.441915,12.3,LONGSHOT,-16.4375
849,-248.00000000000003,16.0,-264.0,0.280067,27.8,DEEP_LONGSHOT,-16.5
850,-249.00000000000003,16.0,-265.0,0.21559,63.9,DEEP_LONGSHOT,-16.5625
851,-250.00000000000003,16.0,-266.0,0.408884,14.6,LONGSHOT,-16.625
852,-251.00000000000003,16.0,-267.0,0.498495,7.2,BALANCED,-16.6875
853,-252.00000000000003,16.0,-268.0,0.305715,28.2,DEEP_LONGSHOT,-16.75
854,-253.00000000000003,16.0,-269.0,0.577571,5.1,BALANCED,-16.8125
855,-254.00000000000003,16.0,-270.0,0.367478,31.2,DEEP_LONGSHOT,-16.875
856,-255.00000000000003,16.0,-271.0,0.451208,14.6,LONGSHOT,-16.9375
857,-256.0,16.0,-272.0,0.302504,21.7,DEEP_LONGSHOT,-17.0
858,-257.0,16.0,-273.0,0.32609,36.3,DEEP_LONGSHOT,-17.0625
859,-258.0,16.0,-274.0,0.461735,8.6,LONGSHOT,-17.125
860,-259.0,16.0,-275.0,0.379895,13.6,LONGSHOT,-17.1875
861,-260.0,16.0,-276.0,0.399576,13.3,LONGSHOT,-17.25
862,-261.0,16.0,-277.0,0.291685,25.2,DEEP_LONGSHOT,-17.3125
863,-257.8,16.0,-273.8,0.590085,4.2,BALANCED,-17.1125
864,-258.8,16.0,-274.8,0.458612,7.8,BALANCED,-17.175
865,-259.8,16.0,-275.8,0.355189,20.1,DEEP_LONGSHOT,-17.2375
866,-260.8,16.0,-276.8,0.524587,5.7,BALANCED,-17.3
867,-261.8,16.0,-277.8,0.361552,20.1,DEEP_LONGSHOT,-17.3625
868,-262.8,16.0,-278.8,0.298875,20.9,DEEP_LONGSHOT,-17.425
869,-263.8,16.0,-279.8,0.354707,14.1,LONGSHOT,-17.4875
870,-264.8,16.0,-280.8,0.357749,15.3,LONGSHOT,-17.55
871,-265.8,16.0,-281.8,0.193462,69.5,DEEP_LONGSHOT,-17.6125
872,-266.8,16.0,-282.8,0.242221,47.3,DEEP_LONGSHOT,-17.675
873,-267.8,16.0,-283.8,0.340385,27.1,DEEP_LONGSHOT,-17.7375
874,-268.8,16.0,-284.8,0.321654,19.5,LONGSHOT,-17.8
875,-269.8,16.0,-285.8,0.291882,29.9,DEEP_LONGSHOT,-17.8625
876,-270.8,16.0,-286.8,0.496505,6.7,BALANCED,-17.925
877,-271.8,16.0,-287.8,0.443229,9.5,LONGSHOT,-17.9875
878,-272.8,16.0,-288.8,0.324146,33.8,DEEP_LONGSHOT,-18.05
879,-273.8,16.0,-289.8,0.478026,10.4,LONGSHOT,-18.1125
880,-274.8,16.0,-290.8,0.280271,30.7,DEEP_LONGSHOT,-18.175
881,-275.8,16.0,-291.8,0.333576,15.9,LONGSHOT,-18.2375
882,-276.8,16.0,-292.8,0.377511,11.8,LONGSHOT,-18.3
883,-277.8,16.0,-293.8,0.455789,9.0,LONGSHOT,-18.3625
884,-278.8,16.0,-294.8,0.493048,11.9,LONGSHOT,-18.425
885,-279.8,16.0,-295.8,0.454081,9.0,LONGSHOT,-18.4875
886,-280.8,16.0,-296.8,0.343402,14.9,LONGSHOT,-18.55
887,-281.8,16.0,-297.8,0.318963,27.4,DEEP_LONGSHOT,-18.6125
888,-282.8,16.0,-298.8,0.518313,8.1,LONGSHOT,-18.675
889,-283.8,16.0,-299.8,0.533233,6.2,BALANCED,-18.7375
890,-284.8,16.0,-300.8,0.470447,10.0,LONGSHOT,-18.8
891,-285.8,16.0,-301.8,0.212481,56.2,DEEP_LONGSHOT,-18.8625
892,-286.8,16.0,-302.8,0.268623,31.8,DEEP_LONGSHOT,-18.925
893,-287.8,16.0,-303.8,0.384023,11.8,LONGSHOT,-18.9875
894,-284.2,16.0,-300.2,0.589344,4.6,BALANCED,-18.7625
895,-285.2,16.0,-301.2,0.294035,22.9,DEEP_LONGSHOT,-18.825
896,-286.2,16.0,-302.2,0.23824,38.5,DEEP_LONGSHOT,-18.8875
897,-287.2,16.0,-303.2,0.261105,34.7,DEEP_LONGSHOT,-18.95
898,-288.2,16.0,-304.2,0.34705,19.0,LONGSHOT,-19.0125
899,-289.2,16.0,-305.2,0.447366,9.6,LONGSHOT,-19.075
900,-290.2,16.0,-306.2,0.43488,12.0,LONGSHOT,-19.1375
901,-291.2,16.0,-307.2,0.40262,11.8,LONGSHOT,-19.2
902,-292.2,16.0,-308.2,0.370706,13.6,LONGSHOT,-19.2625
903,-284.5,16.0,-300.5,0.461291,8.7,LONGSHOT,-18.78125
904,-285.5,16.0,-301.5,0.41725,13.3,LONGSHOT,-18.84375
905,-286.5,16.0,-302.5,0.417904,12.5,LONGSHOT,-18.90625
906,-263.9,16.0,-279.9,0.362652,23.6,DEEP_LONGSHOT,-17.49375
907,-264.9,16.0,-280.9,0.215075,69.9,DEEP_LONGSHOT,-17.55625
908,-265.9,16.0,-281.9,0.30609,25.6,DEEP_LONGSHOT,-17.61875
909,-266.9,16.0,-282.9,0.219929,45.1,DEEP_LONGSHOT,-17.68125
910,-267.9,16.0,-283.9,0.308335,30.3,DEEP_LONGSHOT,-17.74375
