race_id,horse_name,snapshot_label,odds,favorite_rank,available_at,bet_time,race_start_at,captured_at,plain_odds_role,plain_odds_ambiguous,available_at_ts,bet_time_ts,race_start_ts,available_at_bet_time,final_market_odds,post_market_info,closing_odds_contamination
202404010501,ラセーヌシュメール,ambiguous,17.3,,,,,,,True,,,,False,False,True,False
202404010502,ローンウルフ,ambiguous,16.7,,,,,,,True,,,,False,False,True,False
202404010506,アングリフ,ambiguous,23.6,,,,,,,True,,,,False,False,True,False
202404010507,ブライトサイン,ambiguous,31.8,,,,,,,True,,,,False,False,True,False
202404010510,レッドアーバイン,ambiguous,5.9,,,,,,,True,,,,False,False,True,False
202404010511,マイネルメモリー,ambiguous,8.1,,,,,,,True,,,,False,False,True,False
202404010512,ノースディーバ,ambiguous,9.7,,,,,,,True,,,,False,False,True,False
202404010601,マテンロウマルス,ambiguous,35.8,,,,,,,True,,,,False,False,True,False
202404010602,エコロカレン,ambiguous,15.2,,,,,,,True,,,,False,False,True,False
202404010603,ダイタジャスティス,ambiguous,22.4,,,,,,,True,,,,False,False,True,False
202404010609,ナムラマイケル,ambiguous,41.2,,,,,,,True,,,,False,False,True,False
202404010610,マンノステータス,ambiguous,6.4,,,,,,,True,,,,False,False,True,False
